title,artist,rank,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,lyrics,id
Trafic,Mig,144,0.747,0.722,8,-5.582,1,0.254,0.164,0.0,0.0712,0.674,132.971,96297,4,"[Paroles de ""Trafic""] [Intro] Gang gang (Ouh-ouh) MIG Moula Boumi' Ça redémarre fort (Ça redémarre fort) ouais ça redémarre fort Ça en redemande tout l'temps tout l'temps tout l'temps tout l'temps tout l'temps bah I know you don't like to do this! Brr Gang MIG Moula Ça redémarre fort fort fort [Couplet unique] Ça redémarre fort ça en redemande tout l'temps fait toujours l'boucan partout où on passe (Gang) Partout où on passe faut qu'j'laisse ma trace le guetteur j'le place il va pas en classe C'est violent comme le Doc' quand il rentre dans l'épicе violent comme Bendе le pied sur la pédale (Toujours) Vérifie si y a pas les keufs dans les étages (Toujours) ça bicrave dans un bâtiment tout sale Le bosseur est tout seul la bonbonne est remplie (Bonbonne est remplie) c'est d'la qualité (C'est d'la qualité) Demande aux clients qui font la file (Ouais demande) demande au habitants de la ville (Demande) Le trafic est très bien installé (Très bien) les dealeurs font preuve de politesse (Toujours) Quand ils montent les courses de la vielle (De la vielle) quand ils cachent un joint devant une tantine (Tantine) Attend un peu quand tu viens pécho (Attend) les passants les passants sont quer-cho (Quer-cho) Les p'tits renois posé en Quechua (Quechua) ils sont tous impliqué y a pas l'choix (Nan) Ils sont tous impliqué y a pas l'choix (Y a pas l'choix) le guetteur n'a pas peur des méchants (Des méchants) Ils s'cassent la voix quitte à s'faire péter (Gang) ils font que d'enquêter y a des têtes qui vont tombées J'découpe j'prépare une recharge j'l'envoi au bosseur avant midi (Avant midi) Midi et demi il s'est fait claquer (Merde) à treize heures y a son pote qui prend son poste (Gros merci) Garde-à-vue audition OPG (OPG) le trafic va jamais s'arrêter Ça c'est c'que le bosseur lui a dit le condé le sait donc il peut rien lui dire Tranquille il va faire quarante-huit (Gang) il est pas déférer il s'en est bien sorti (Gang) Il compte pas arrêter l'trafic (Nan) il compte pas arrêter l'trafic (Nan) gang",0ztoHvOaAfkIUQyDvKpRff
Calme toi,Kerchak,145,0.755,0.713,8,-8.895,1,0.436,0.137,3.43e-06,0.283,0.723,167.043,94903,4,"[Paroles de ""Calme toi""] [Intro] Eh-eh-eh K.E.R Bisous Fran-Fran-Franklin Brr rah Elle danse sexy pour toi Pah pah pah Mais elle brise ton cœur chaque fois Si c'est elle que t'aime dis-moi Eh-eh-eh C'est l'9B qui déboule donc logiquement mon gars il pleut des balles Je suis seule sans toi [Couplet unique] J'ai des potos mineurs qu'ont pété des peines à deux chiffres Mon frère MLZ est pas tombé pour shit (Eh-eh-eh) La pétasse j'l'ai trop bien baisé j'lui fais l'effet du kamas avec mon chibrе (Eh-eh-eh) J'suis pas sous caillou les poumons sont nеufs (Nan nan) Tu vas fermer ta gueule incessamment sous peu (Eh-eh-eh) J'suis descendu sur Marseille pour le son mon gars le G c'était pas pour la beuh (Brr rah) Tu fais des trous dans les comptes j'fais des trous dans ton corps (Pah) Je fais har de ients-cli à côté d'la gare (To-to-toh) J'ai un gros couteau et un six coups (To-to-toh) Tu payes pas j'te filoche quand tu sors des cours (To-to-toh) Si j'me déplace t'achètes me raconte pas ton baratin J'fais croquer mes sangs j'suis pas radin j'vais les faire chanter comme Paradis (Comme Paradis comme Paradis) Pour l'cher-ra j't'envoie iPhone (Nan nan) J'l'ai baisé la première fois elle croit qu'on va s'marier cette folle Allez-lui dire de s'calmer la prochaine fois qu'j'la rappelle ça s'ra juste pour faire passer d'la drogue (Brr rah) [Refrain] Tu touches mes sous pourquoi ? J'vais régler ton problème calme-toi C'est la mort que tu veux dis-moi ? J't'envoie un shooter il règle ça Tu touches mes sous pourquoi ? J'vais régler ton problème calme-toi C'est la mort que tu veux dis-moi ? J't'envoie un shooter il règle ça",30d0q6kt1BIfwAQUCAfxVQ
Drama queen,Fresh,146,0.808,0.506,11,-9.949,0,0.436,0.115,0.0,0.124,0.32,135.087,159718,4,"[Paroles de ""Drama queen""] [Intro] Musique Europe ah-ah-ah Eh eh [Couplet 1] J'règle deux-trois histoires puis j'suis r'parti la nuit j'ai pas sommeil j'coupe la patate J'ai collé la street toi la petite l'équipe est à se-l'ai devant les pépins Putain d'renoi un mec de Ans j’suis aveuglé par le biff toi les pétasses J'ai une grande famille qui attend les pesos donc histoire de love j'remets à plus tard J'bosse comme jamais putain d'sa mère j'suis dans l'tieks les keufs qui s'ramènent J'porte du Chanel c'pas pour qu'elle m'aime faut qu'ils sachent que j'baise dans l'domaine On vient de loin la O.G cala frère pour qu'on me respecte y a eu des balades merde Pour rembourser on bossait à perte maintenant c'est nous les gros [Pré-refrain] J'me mélange pas j'fais tourner la dope J'lui fais pas d'bons plats mais j'cuisine la dope Pas d'salade mets d'la beuh sur la table j'fournis deux-trois frères sur BX si y a trop Trop trop trop trop trop j'ai dit : ""Trop c'est trop"" Eh y a du biff sa mère mais les keufs s'ramènent [Refrain] J'fais des bêtises excuse-me mama J'fais des bêtises excuse-me mama Y a rien d'affolant mais bon c'est une drama Y a rien d'affolant mais bon c'est une drama J'fais des bêtises excuse-me mama J'fais des bêtises excuse-me mama Y a rien d'affolant mais bon c'est une drama Y a rien d'affolant mais bon c'est une drama [Couplet 2] On t'la vend puis on t'piste (Eh eh) on la récupère on la revend demain J'monte sur Paris shopping pas pour les gamins j'passe au village faire sauter l'nouveau Balmain J'marche sur le béton baigne dans le sale O.G Kush cachée dans le sac J’suis pas ton poto pas ton shab nouvelle alerte nouveau drama (L’enfant des bons coins) On leur déclare la guerre ils font rien ça pénave j'tourne dans la zone moi j’suis pénard Y a personne qui va m'mettre en cavale y a personne qui va m'mette en cavale Sur le bitume j'me marre ça donne du gaz à des mecs qu’on connaît pas ici (La vie d'ma mère) J'les vois jouer les gros dans mon 'phone c’est des shkli",4RVPmkIVvzcWF27zfn3sap
MAINTENANT,GIMS,147,0.6,0.923,11,-3.366,0,0.0476,0.0784,9.86e-06,0.115,0.652,83.945,235117,4,"[Paroles de ""Maintenant""] [Refrain] Maintenant je n'perds plus de temps j'avance Je n'ai plus confiance Quand tout s'effondre et tout devient sombre je me perds dans mes pensées Comme si j'étais tout seul au monde personne pour m'écouter [Post-refrain] Woah-ouh-ouh-ouh-ouh-ouh Woah-ouh-ouh-ouh-ouh-ouh-ouh Woah-ouh-ouh-ouh-ouh-ouh Woah-ouh-ouh-ouh-ouh-ouh-ouh [Couplet 1] Maintenant je n'regarde plus derrière (Derrière) J'me demande même plus qui était sincère (Sincère) J'apprends d'mes еrreurs je laisse fairе (J'apprends j'apprends) J'construis peu à peu je l'espère [Pré-refrain] On m'a dit : ""La nuit porte conseil"" mais j'me réveille (Eh) Gardez vos avis j'vous le conseille merci quand même (Quand même) Souvent je me dis : ""Ça sera jamais pire que la veille"" Pire que la veille [Refrain] Maintenant (Maintenant maintenant) je n'perds plus de temps j'avance (J'avance) Je n'ai plus confiance Quand tout s'effondre et tout devient sombre je me perds dans mes pensées (Dans mes pensées) Comme si j'étais tout seul au monde (Oh oh oh oh) personne pour m'écouter (Oh oh) [Post-refrain] Woah-ouh-ouh-ouh-ouh-ouh Woah-ouh-ouh-ouh-ouh-ouh-ouh Woah-ouh-ouh-ouh-ouh-ouh Woah-ouh-ouh-ouh-ouh-ouh-ouh [Couplet 2] En réalité on se l'était dit Sous un ciel sans lune je serai ton guide Pour amortir le sort faut s'attendre au pire Je n'ai plus de voix donc je ferai des mimes (Mimes mimes)",1TGIMuixch9iWCRhOJymAs
Attentat,PLK,148,0.844,0.656,7,-5.935,0,0.216,0.192,1.82e-05,0.115,0.398,99.983,194267,4,"[Paroles de ""Attentat"" ft. OBOY] [Intro : OBOY] C'est une bombe un attentat (mmh mmh) Elle met la clim' trop clean pour toi ne l'attends pas (mmh mmh) Ses bijoux brillent bling bling bling [Couplet 1 : PLK] Et juste un regard elle m'a dérouté (mmh mmh) j'sais pas parler j'sais pas écouter (mmh mmh) Des meufs comme toi j'en ai dégoûté (mmh mmh) tu vas m'aimer tu vas t'étouffer Mais elle a quelque chose de spécial un sacré spécimen (oh) Poto faut pas s'faire avoir par le chant des sirènes (nan) Garde le silence si tu m'accuses on règlera ça au lit (au lit) Des messagеs de Clara ou des messagеs de Naomie ('mie) Mode avion tu veux décoller avec moi en tournée (tournée) Tu veux qu'j'parle de toi dans mes couplets (eh eh) Champagne dans la suite à Cannes (han) c'est moi celui qu't'appelles (ouais) Tu veux pas devenir ma dame toi tu veux rester ma belle Parce que t'as peur de c'qui peut s'passer comme un attaquant qui sait plus s'placer J'pense à elle quand j'suis sur la scène bouillant comme la dernière fois qu'j'l'ai cassé eh eh [Refrain : OBOY &  PLK ] C'est une bombe un attentat Elle met la clim' trop clean pour toi ne l'attends pas Ses bijoux brillent bling bling bling Elle veut qu'on aille se balader Marbe' ou Saint -Tropez Copine envoie ton Snapchat t'inquiète on parle après Donne-moi ton numéro donne-moi ton Snap'  (yeah yeah) Tu m'donnes le go t'inquiète on s'capte  (tu m'donnes le go) [Couplet 2 : OBOY] Tu m'donnes le go on s'attrape direct (direct) Mais tu connais j'suis un peu en retard sur la route j'arbat selek (skurt skurt) Viens on s'connecte ça parle français zéro dialecte (français) J'ai cassé mais cous ça direct Plein phares en Tesla (plein phares) copine envoie-moi ton pe'-Sna (ton Snap') J'sais qu't'as besoin d'un laud-sa (yeah yeah yeah) si t'as pas les épaules gros laisse ça (laisse ça) laisse ça (laisse ça) Té-ma la gestuelle elle dead ça (té-ma la gestu') t'as vu son cavu colossale (colossale) Elle veut qu'j'l'emmène très loin d'ici (très loin d'ici) j'aime pas quand t'es indécise (yeah yeah yeah) Et tu les rends tous imbéciles (han han) c'est un attentat c'est un missile (un attentat) Et elle les rend tous imbéciles elle va pas m'trix-ma même si c'est un missile [Refrain : OBOY &  PLK ] C'est une bombe un attentat Elle met la clim' trop clean pour toi ne l'attends pas Ses bijoux brillent bling bling bling Elle veut qu'on aille se balader Marbe' ou Saint-Tropez Copine envoie ton Snapchat t'inquiète on parle après Donne-moi ton numéro donne-moi ton Snap'  (yeah yeah) Tu m'donnes le go t'inquiète on s'capte  (tu m'donnes le go)",5ioieZofgvXQK70RFhVohl
TDB,OBOY,149,0.882,0.675,3,-6.004,1,0.141,0.0474,0.000598,0.124,0.758,140.092,154280,4,"[Paroles de ""TDB""] [Intro] Han han Han han (eh eh) Eh eh Alalalah Han han [Couplet 1] À bat la dèche balade en bolide deutsch (skurt skurt) La miss elle est fraîche j'ai baissé la vitre j'té-ma son kerch (j'té-ma son karr) Ça rend fou l'business la puce et les ges-sh' (la puce les ges-sh') J'arbat selek   bâtard pourquoi t'es sur la file de gauche ? (Allez dégage ta mère) J'suis avec les Malgaches Comocos Soninkés ou 'Geshs  (fodes fodes) Si elle fait la belle c'est pas compliqué elle r'part en Heetch (elle rentre chez sa mère) T'es paro tu t'caches tu fais l'bandit mais tu vends la mèche  (tu vends la mèche) Même quand il fait aud-ch sur Paris les p'tits r'vendent la neige (yeah) Wesh mon frère labess ? Faut pas qu'tu retournes ta veste (tu retournes ta ste-ve) Elle veut sac Hermès YSL Prada les toutes nouvelles pièces (les toutes nouvelles pièces) Et ça fume la kush (kush) que d'la frappe qui t'couche  (qui t'couche) Eux que ils s'touchent c'est des flockos mais ils ont grave la bouche [Refrain] J'quitte la zone j'benda en Côte d'Azur (benda benda) Kotazo (yeah) bina kotazo (bina bina kotazo) Médusa (yeah) Off-White Mauboussin (Off-White Off-White) J'quitte la zone (j'quitte la zone) bigo en mode avion (eh eh) Hamdou' jusqu'ici tudo bem (tudo bem) Y a brouille-em ça peut tu-tu bang  (tu-tu) Mon frère labess tout tout baigne  (tout tout baigne) Ma baby elle stresse j'suis tout l'temps avec le gang  (eh eh) [Couplet 2] Arbat arbat (sa mère) y a les bleus dans l'bât' (y a les cops y a les cops) Toujours j'suis gelé en Clio ou en Corvette Corvette J'fais des boulettes sur mon survêt' (sa mère) on les baise double oigt-d Tu tires une taffe t'es à Bab El Oued (yeah)   y a l'COVID mets distance d'un mètre (eh eh) Elle est fraîche de baisé (yeah)  elle et moi dans la fusée (elle et moi dans la 'che) Quitte la zone on part en c'moment dans l'side y a grave les porcs (y a grave les cops) Font des timinik faut pas m'pénave j'roule un joint d'un mètre (faut pas m'parler) Distance d'un mètre si y a l'COVID  j'm'envole sur Namek [Refrain] J'quitte la zone j'benda en Côte d'Azur (benda benda) Kotazo (yeah) bina kotazo (bina bina kotazo) Médusa (yeah) Off-White Mauboussin (Off-White Off-White) J'quitte la zone (j'quitte la zone) bigo en mode avion (eh eh) Hamdou' jusqu'ici tudo bem (tudo bem) Y a brouille-em ça peut tu-tu bang (tu-tu) Mon frère labess tout tout baigne (tout tout baigne) Ma baby elle stresse j'suis tout l'temps avec le gang (gang gang)",5YoDQgB4j7oBHWXH3DcwFD
Te Felicito,Shakira,150,0.695,0.636,5,-4.654,1,0.317,0.234,0.0,0.081,0.575,174.14,172235,4,"[Letra de ""Te Felicito""] [Intro: Shakira] Por completarte me rompí en pedazos Me lo advirtieron pero no hice caso Me di cuenta que lo tuyo es falso Fue la gota que rebasó el vaso [Pre-Coro: Shakira] No me digas que lo sientes Eso parece sincero pero te conozco bien y sé que mientes [Coro: Shakira] Te felicito qué bien actúas De eso no me cabe duda Con tu papel continúa Te queda bien esе show Te felicito qué bien actúas Dе eso no me cabe duda Con tu papel continúa Te queda bien ese show Te felicito qué bien actúas [Verso 1: Shakira] Esa filosofía barata no la compro Lo siento en esa moto ya no me monto La gente de dos caras no la soporto Yo que ponía las manos al fuego por ti Me tratas como una más de tus antojos Tu herida no me abrió la piel pero sí los ojos Los tengo rojos de tanto llorar por ti [Pre-Coro: Shakira] Y ahora resulta que lo sientes Suena sincero pero te conozco bien y sé que mientes [Coro: Rauw Alejandro &  Shakira ] Te felicito qué bien actúas De eso no me cabe duda Con tu papel continúa Te queda bien ese show Te felicito qué bien actúas De eso no me cabe duda Con tu papel continúa Te queda bien ese show Te felicito qué bien actúas  (Ey dice Ra-Rauw)",2rurDawMfoKP4uHyb2kJBt
21 Reasons (feat. Ella Henderson),Nathan Dawe,151,0.621,0.785,6,-4.499,1,0.11,0.0165,5.92e-06,0.0512,0.779,123.96,155253,4,[Verse 1] One is you make me happy Two is you set me free From all the things that held me Back from just being me Thank you for all the sweetness Now I can finally breathe Now I can finally breathe But baby don't you see? [Pre-Chorus] I still get frustrated I can't lie When you keep on doing things I don't like And I hate your friends (Your friends) And I hate your moods (Moods) And I shouldn't love you [Chorus] I've got twenty-one reasons why I do-do-do-do Do-do-do-do-do do-do-do-do I've got twenty-one reasons why I do-do-do-do Do-do-do-do-do do-do-do-do I've got twenty-one reasons why I do [Verse 2] Three is the way you hold me That's what I waited for Five shots we're getting naughty Movin' out on the floor You took away the lonely And I let you comfort  me Loving the company But baby don't you see? [Pre-Chorus] I still get frustrated I can't lie When you keep on doing things I don't like And I hate your friends (Your friends) And I hate your moods (Moods) And I shouldn't love you [Chorus] I've got twenty-one reasons why I do-do-do-do Do-do-do-do-do do-do-do-do I've got twenty-one reasons why I do-do-do-do Do-do-do-do-do do-do-do-do I've got twenty-one reasons why I do,1RF02Cf80mTaeNXG2P2boR
Fixette - Bonus,Ziak,152,0.866,0.694,1,-5.222,0,0.363,0.168,0.0,0.0585,0.649,145.041,213594,4,": ألبومات / Albums 98Squad - Ep Notif 213 - cake season EP Adel Sweezy - Album Help Bougu - EP Gasoline DAK - Vécu Sale Part.02 Dex - Asil EL NRV - Ep ‘El 3in’ Escobar - Album Eymas - Ep 777 Fasla’ - Immoral Logic EP Flood - Album Rap Gimm - The Hills EP Gourbilas - Album Fadda Funk Icowesh - Baya Icowesh - Epilogue Album Icowesh - Make a Wash Album Icowesh - Album ‘New Era’ Islem 23 - Skywalker I’Keen - Coeur Noir Jee - HoodBoy EP Klam - Album The Dusk Lama23i - Album Abonnè Lamou - El Khamsa EP La Sain - Obvie Album La Sain - Obvie Album (Réédition) L’Intouchable - The Phoenix Album L’Marin - Album ‘Caviar’ L'RK - Trap Cartel EP NC - Minuit Sombre NLS - EP Six Paranoia -  El-Arrab_العراب Ritm Side - ""Air Bag"" EP Syc - EP Labo Zako - Monster Album",0Kvkx0NcqsdYOhQzYfDuDZ
Prends ce que tu veux chez moi,Lomepal,153,0.782,0.546,9,-6.925,0,0.0915,0.0768,0.000367,0.159,0.401,140.058,212133,4,"[Paroles de ""Prends ce que tu veux chez moi""] [Couplet 1] J'suis bête et moche mais pour un peu d'amour j'me métamorphose Figé j'viens d'enlever ma veste c'est la fête et j'regarde faire les gens normaux dans la fosse J'les regarde sans toucher à ma piña on dirait qu'j'attends un signal pour faire une faute Un ange fait trois pas vers moi elle me dit dans l'oreille qu'elle préfère les mélodies fausses [Pont] Tombеr sur une fille qui collectionnе les mecs bizarres et mystérieux qu'est-ce qui pouvait m'arriver de mieux ? Depuis tout p'tit c'est ma routine : jamais comprendre leurs sous-titres Qu'est-ce qui lui plaît dans ma boutique ? Déjà vingt minutes que j'la laisse parler silencieux Fais de moi ce que tu veux j'lui dis dans le langage des yeux [Refrain] Prends c'que tu veux chez moi Prends c'que tu veux chez moi (Comme si j'avais quelque chose à perdre) Prends c'que tu veux chez moi Prends c'que tu veux chez moi (Comme si j'avais quelque chose à perdre) [Couplet 2] J'fais que suivre les signes En vrai j'suis pas vraiment fou nope mais j'en parle qu'au psy (oui) On se découvre lentement j'suis pas un dominant (nope) Mais si jamais elle me le demandait je pourrais faire comme si Plaisirs hostiles la fête est nulle on s'tire J'viens d'apprendre que j'suis drôle et costaud mon cœur fait du roller coaster Posé vers Bastille j'dois calmer les nerfs de c'type J'veux bien le laisser frapper ma gueule mais pitié qu'il y mette du style J'me suis trompé quand j'ai pris la vie : le bon côté c'était l'autre J'vide la bouteille au goulot parait qu'la confiance c'est de l'eau Début d'soirée j'suis venu au monde j's'rai reparti avant l'aube Vivons à fond avant l'aube [Refrain] Prends c'que tu veux chez moi Prends c'que tu veux chez moi Prends c'que tu veux chez moi Prends c'que tu veux chez moi (Comme si j'avais quelque chose à perdre)",4Gx40GXz92VgLvVTi9ns17
2step (feat. Lil Baby),Ed Sheeran,154,0.763,0.661,4,-5.592,0,0.056,0.169,0.0,0.117,0.632,95.002,153627,4,[Verse 1: Ed Sheeran] I had a bad week Spent the evening pretending it wasn't that deep You could see in my eyes that it was taking over I guess I was just blind and caught up in the moment You know you take all of my stress right down Help me get it off my chest and out Into the ether with the rest of this mess that just keeps us depressed We forget that we're here right now [Pre-Chorus: Ed Sheeran] 'Cause we're livin' life at a different pace stuck in a constant race Keep the pressure on you're bound to break something's gotta change We should just be cancelling all our plans and not give a damn If we're missin' out on what the people think is right Seein' through a picture behind the screen and forget to be Lose the conversation for the message that you'll never read I think maybe you and me Oh we should head out to the place where the music plays And then [Chorus: Ed Sheeran] We'll go all night Two-steppin' with the woman I love All my troubles turn to nothin' when I'm in your eyes electrified We'll keep turnin' up and go all night Oh we had dips and falls in our time But we know what it feels to be low then up alone then loved And all we need is us to go all,3Oj1LNWn6826ugw1fHzUYv
Passat,SDM,155,0.665,0.54,1,-8.373,0,0.129,0.749,0.0,0.109,0.437,139.978,203133,4,"[Paroles de ""Passat"" ft. Maes] [Intro : tag] Chanchee Finish him [Couplet 1 : Maes] Tu m'verras jamais à l'arrière du Passat en train de donner des blazes J'suis d'la génération caillassage du 307 et Mégane La réponse se fera en silence j'ai fini d'casser ça au silex Tant qu'la figurante est stylée j'm'en bats les couilles un peu du syno' C'est pas du ciné j'sors le tard-pé j'les couche tous (Piou piou piou piou) Beaucoup trop d'salopes dans l'game peu d'gens m'époustoufle Les nouveaux ennemis étaient les anciens potos y a la Kalash' et la moto ils vont courir comme des moutons [Pont : Maes] Bébé j'peux pas t'aider j'tourne en rond comme mes reufs en C.D Mandat dépôt G.A.V t'avais mon CV Faut l'million barrette et en CD [Refrain : SDM &  Maes ] Un million d'euros c'est pas assez pour tout arrêter Range ton flingue on sait qu'tu vas pas rer-ti Même si j'monte tout là-haut j'oublie pas qu'ça vient d'la cité Trois fois filtré produit garanti J'visser la frappe Gattuso j'sors le .9 en cas d'soucis J'découpe lamelle au couteau j'vais tout claquer chez Gucci J'récup' ma part du gâteau j'varie entre et j'investis J'ferme le terrain car j'ouvre tôt gros sac détaille de te-shit [Couplet 2 : SDM] Tu m'verras jamais à l'arrière du Passat en train de donner des blazes (Wouh) Le buteur qui attend le centre du passeur midi à minuit ça bosse (Wouh) Cents moins ocho c'est la base (Ocho) une rafale en paix tu reposes (Grrah) J'suis sorti pour chercher l'oseille (Wouh) j'rentre avec la te-tê du boss (Ouh oui) Y a l'ange de la mort qui patiente eux c'est pas la rue c'est des menteurs Ients-cli en veut y a pilon et beuh mais ça grouille de schmitts repasse après Ah si vous saviez cette vie là j'savoure (J'savoure) Ah si vous saviez qu'est-ce que j'm'en branle de votre avis [Pont : SDM] Bébé j'peux pas céder j'fais entrer en cash ou en CB Mes gavas roulent dans gros Ferr' ou dans OCB Faut l'million d'barrettes et en CD (Ouh oui)",5yHoANSze7sGzhn9MUarH3
Demain j’arrête,Dosseh,156,0.673,0.463,2,-15.248,1,0.37,0.738,0.00475,0.123,0.258,125.918,132787,4,"[Paroles de ""Demain j’arrête"" ft. Dinos] [Intro : tag] The Danger (The Danger The Danger) [Couplet 1 : Dinos &  Dosseh ] Faut qu'j'arrête de jurer sur la vie d'ma mère si demain elle s'en va ça s'ra plus la même Une caravelle une carabine quand tu meurs on réconforte celui qui est encore en vie Vitesse dans l'RS6 tristesse dans les récits ivresse dans les récifs Le plus dur pour un dépressif c'est d'accepter qu'il еst dépressif puis c'est dégressif J'fais partiе des sales types qui sont des braves gens tu perds des neurones quand t'arrêtes d'apprendre Tu pars du principe que l'temps c'est d'l'argent tu gagnes des euros quand t'arrêtes d'attendre Faut qu'j'arrête de n'penser qu'au biff j'ai arrêté d'ken des tasses-pé au pif J'suis pas dans l'dél' d'leurs soirées showbiz moi j'suis un négro vif même ""négro"" faut qu'j'arrête de l'dire [Refrain : Dosseh &  Dinos ] Quand le sale te tient quand le mal déteint quand la flamme s'éteint Quand le sale te tient quand le mal déteint quand la flamme s'éteint yah J'peux saigner sans sentir la douleur t'aimer sans être amoureux J'peux saigner sans sentir la douleur t'aimer sans être amoureux Quand le sale te tient quand le mal déteint quand la flamme s'éteint Quand le sale te tient quand le mal déteint quand la flamme s'éteint yah J'peux saigner sans sentir la douleur t'aimer sans être amoureux J'peux saigner sans sentir la douleur t'aimer sans être amoureux [Couplet 2 : Dosseh &  Dinos ] Faut qu'on arrête les branlettes de c'genre nos-Di j'suis qu'un salopard qu'est-ce que tu veux que j'dise aux p'tits ? On est connectés j'parle pas d'fibre optique frère envoie d'la prod' que j'lui plie l'coccyx Faut qu'j'arrête de mater les chaînes d'info que j'me trouve une mi-hlel mi-chienne nympho' Faut qu'j'arrête de nehess qu'un jour j'me décide à chehade faut qu'j'arrête de m'dire qu'il faut qu'j'arrête Eh pourquoi t'as l'air si stressé ? La vérité peut pas m'blesser Les mensonges peuvent pas m'décevoir quand est-ce qu'il va s'arrêter d'pleuvoir ? Quand j'gagne du biff j'perds des amis (Perds) quand j'gagne du biff j'perds des amis (Perds) J'veux pas d'ton amitié car j'veux pas t'perdre j'veux pas d'ton amitié car j'veux pas t'perdre t'perdre",5V5enVBzBmxMzq5TNv9AWg
Crystal,Lomepal,157,0.855,0.439,1,-9.074,0,0.0787,0.284,0.012,0.0789,0.706,135.04,278747,4,"[Paroles de ""Crystal""] [Refrain] Rien à défaire rien à refaire Le monde tourne encore  cette fois je lâche L’esprit résiste mais le coeur a compris Le monde tourne encore cette fois je lâche [Couplet] J’sais toujours pas trop me situer 10 heures 30 je mange des Frosties avec une prostituée C’est ma pote on se voit soit pour les blagues soit pour les conseils c’est comme ça qu’on s’aime Mais ce matin c’est différent Elle me demande si j’veux bien jeter les cristaux qu’elle a caché dans une boîte de conserve Elle dit qu’elle a peur de plus contrôler son addiction J’ose pas lui dire que c’est justement ça le concept Antipathique quand elle en prend pas mmh j’dirais que c’est l’inverse mais bon Comme j’en prends pas je comprends pas C’est le plaisir de la confiance et ça s’oublie pas comme le vélo Ou comme une bonne mélodie vas-y réouvre le cello' Nan pas une seule redescente de plus c’est mort Elle en peut plus elle en veut plus Sauf que dire pour la vie c’est trop dur ça rend les nerfs chauds Alors elle s’retient 24 heures le temps de se redire la même chose [Refrain] Rien à défaire rien à refaire Le monde tourne encore cette fois je lâche L’esprit résiste mais le cœur a compris Le monde tourne encore cette fois je lâche [Instrumental] [Outro] Oh cette fois je lâche cette fois je lâche Rien à défaire rien à refaire Oh cette fois je lâche Oh oh oh oh oh Cette fois je lâche cette fois je lâche cette fois je lâche Oh oh oh oh",2Hkj54nCgTnGOqJ3DslNQJ
M3lo,Tiakola,158,0.674,0.445,5,-11.317,0,0.147,0.839,0.0,0.0988,0.541,135.001,138907,4,"[Paroles de ""M3lo""] [Intro] XAVii Shiruken Music Hey [Refrain] Malgré les cernes malgré les sommes j'dois faire les sommes Remplir des salles refaire du sale refaire du son Sur les bleus ça verse l'essence Ça a même pas commencé ça veut tirer sur mon sort J'me suis même pas prononcé je sais très bien comment c'est [Couplet unique] Si tu savais (Oh) si tu savais (Oh) Trop d'fois où j'ai donné trop d'fois où j'ai donné J'vois plus le Soleil toute l'année c'est l'hiver ('ver) J'veux passer de deux à quinze (Quinze) : j'suis passé de deux à quinze (Quinze) Bats les couilles d'leur histoire ('toire) j'suis venu marqué la mienne (Mienne) Laisse-les faire les Bobby on sait y a qui sur le papier Y a que l'oseille pour nous soigner c'est vrai qu'y avait qu'toi Mais si jamais j'me fais coffrer qui va payer mon toit wesh ? Y a qu'ça pour me soigner que ça pour m'soigner Que ça pour m'soigner que ça pour m'soigner (Han) J'ai remis la tenue pour zoner j'ai remis les gants pour missionner Évidemment j'suis sonné j'ai remis les pour missionner",7ELft1cx8anhsXE405kckI
Cold Heart - PNAU Remix,Elton John,159,0.795,0.8,1,-6.32,1,0.0309,0.0354,7.25e-05,0.0915,0.934,116.032,202735,4,[Intro] ( Oh ) ( Oh ) ( You're my cold heart ) ( Oh ) ( Oh ) [Verse: Elton John] It's a human sign When things go wrong When the scent of her lingers And temptation's strong [Pre-Chorus: Elton John] Cold cold heart Hardened by you ( Oh ) Some things lookin' better baby Just passin' through ( No no no no no ) [Chorus: Dua Lipa  with Elton John ] And I think it's gonna be a long long time 'Til touchdown brings me 'round again to find I'm not the man they think I am at home Oh no no no And this is what I should have said Well I thought it but I kept it hid [Pre-Chorus: Elton John] Cold cold heart Hardened by you ( Oh ) Some things lookin' better baby Just passin' through ( No no no no no ) [Chorus: Dua Lipa  with Elton John ] And I think it's gonna be a long long time 'Til touchdown brings me 'round again to find I'm not the man they think I am at home Oh no no no ( No no no no no ) And this is what I should have said Well I thought it but I kept it hid,6JIC3hbC28JZKZ8AlAqX8h
